applicant_id,age,gender,race,annual_income,credit_score,debt_to_income,employment_years,loan_amount_requested,previous_defaults,zip_code_risk,ai_risk_score,loan_approved
A01791,57,Female,Black,77644.0,693.0,0.264,8.7,19254.0,0,Low,0.3664,1
A01792,22,Male,Black,61149.0,528.0,0.179,1.8,22654.0,0,Low,0.4897,1
A01793,44,Male,Asian,47081.0,694.0,0.387,0.0,14740.0,0,High,0.3658,1
A01794,35,Non-binary,White,15000.0,599.0,0.399,2.1,16975.0,0,Low,0.4152,1
A01795,68,Female,Hispanic,94242.0,643.0,0.208,4.1,10048.0,0,Medium,0.4533,1
A01796,53,Female,White,38339.0,671.0,0.301,14.6,32177.0,0,Medium,0.4201,1
A01797,32,Female,White,75838.0,527.0,0.567,0.0,27680.0,0,High,0.5809,0
A01798,39,Female,Black,78535.0,634.0,0.286,9.0,20551.0,0,Low,0.4151,1
A01799,67,Male,White,77828.0,664.0,0.282,3.6,7747.0,0,High,0.4445,1
A01800,25,Female,Black,20027.0,647.0,0.378,8.0,16235.0,0,Low,0.334,1
A01801,21,Male,Hispanic,79575.0,594.0,0.139,6.2,27675.0,0,Low,0.386,1
A01802,63,Male,Black,43126.0,558.0,0.492,2.3,42459.0,0,Medium,0.6112,0
A01803,29,Female,White,52764.0,588.0,0.288,10.1,18772.0,0,Low,0.3309,1
A01804,59,Non-binary,White,52007.0,506.0,0.176,7.8,30254.0,1,Medium,0.4549,1
A01805,54,Male,White,39600.0,604.0,0.431,5.9,19734.0,1,Medium,0.5256,0
A01806,49,Male,White,47537.0,791.0,0.277,7.2,30758.0,0,Medium,0.1851,1
A01807,69,Female,White,58521.0,541.0,0.219,4.3,1000.0,0,Medium,0.3297,1
A01808,68,Male,White,31493.0,762.0,0.361,0.0,9390.0,1,High,0.4644,1
A01809,68,Non-binary,Hispanic,15000.0,559.0,0.508,6.4,21133.0,1,High,0.6944,0
A01810,66,Female,White,77342.0,725.0,0.288,14.9,5832.0,0,Medium,0.3209,1
A01811,22,Female,Hispanic,62222.0,850.0,0.205,9.4,22245.0,0,Medium,0.1721,1
A01812,39,Male,Other,15000.0,733.0,0.05,7.2,18395.0,0,Medium,0.2915,1
A01813,48,Male,White,65159.0,663.0,0.132,7.5,1945.0,0,Medium,0.2647,1
A01814,55,Female,White,50454.0,665.0,0.278,6.0,1000.0,1,Low,0.3779,1
A01815,60,Male,Black,22445.0,760.0,0.154,0.0,21330.0,0,Low,0.3106,1
A01816,68,Female,White,41363.0,715.0,0.245,1.8,6529.0,1,Medium,0.4311,1
A01817,42,Male,Hispanic,64232.0,704.0,0.639,5.7,13428.0,0,Low,0.4349,1
A01818,24,Male,White,30185.0,638.0,0.535,9.7,24309.0,0,Low,0.4452,1
A01819,28,Female,White,29565.0,710.0,0.227,13.3,17181.0,0,Medium,0.2652,1
A01820,21,Female,White,40833.0,519.0,0.371,1.7,13770.0,0,Low,0.4727,1
A01821,56,Male,White,31385.0,626.0,0.188,8.6,2832.0,0,Low,0.3247,1
A01822,27,Female,White,27444.0,841.0,0.584,0.0,32998.0,0,Medium,0.3427,1
A01823,45,Female,White,27017.0,758.0,0.361,4.7,26053.0,0,Medium,0.3789,1
A01824,49,Female,White,65824.0,668.0,0.508,5.9,11557.0,0,Low,0.3549,1
A01825,21,Male,Black,32326.0,582.0,0.232,12.7,8969.0,0,Medium,0.4718,1
A01826,38,Male,White,82053.0,850.0,0.59,2.7,12381.0,1,Medium,0.4325,1
A01827,24,Female,Asian,108915.0,624.0,0.284,4.6,8208.0,0,Low,0.3536,1
A01828,40,Male,White,50929.0,594.0,0.085,10.0,15033.0,0,Low,0.3106,1
A01829,66,Male,White,105427.0,696.0,0.324,3.1,29162.0,0,Medium,0.3569,1
A01830,28,Male,White,68558.0,631.0,0.247,3.9,28116.0,0,Medium,0.3666,1
A01831,47,Male,Hispanic,59055.0,499.0,0.501,0.2,28083.0,1,Low,0.6102,0
A01832,59,Female,Black,53448.0,550.0,0.257,8.5,5025.0,0,Low,0.4734,1
A01833,55,Male,White,15000.0,662.0,0.431,0.3,7643.0,0,Low,0.3094,1
A01834,45,Male,White,43741.0,578.0,0.248,10.2,27624.0,0,Low,0.435,1
A01835,34,Female,Other,26882.0,540.0,0.223,1.0,22508.0,0,High,0.5932,0
A01836,64,Female,Hispanic,76881.0,548.0,0.35,3.0,13654.0,0,Medium,0.5667,0
A01837,67,Male,White,97829.0,663.0,0.43,1.3,25115.0,1,Medium,0.5273,0
A01838,60,Female,Black,60364.0,668.0,0.116,4.9,23048.0,0,Low,0.4474,1
A01839,51,Male,White,61297.0,756.0,0.488,10.3,2673.0,0,Low,0.2246,1
A01840,25,Male,White,79063.0,572.0,0.491,3.2,1000.0,0,High,0.4184,1
A01841,37,Female,Hispanic,57963.0,663.0,0.304,2.1,17870.0,0,High,0.4598,1
A01842,30,Female,Hispanic,85076.0,620.0,0.321,5.9,1000.0,1,Medium,0.516,0
A01843,63,Female,White,114123.0,730.0,0.05,5.7,28956.0,1,Low,0.3237,1
A01844,36,Female,Asian,91106.0,682.0,0.62,8.7,23105.0,0,Medium,0.4277,1
A01845,68,Female,Black,39433.0,711.0,0.302,0.7,14321.0,0,Medium,0.4545,1
A01846,24,Non-binary,White,75987.0,791.0,0.513,7.0,5676.0,0,High,0.3184,1
A01847,25,Female,White,38305.0,698.0,0.259,11.0,8633.0,1,Low,0.3762,1
A01848,62,Female,Black,49477.0,779.0,0.35,1.9,1000.0,0,High,0.5318,0
A01849,66,Female,White,96093.0,562.0,0.428,6.8,31943.0,0,Medium,0.4835,1
A01850,61,Male,Black,30073.0,549.0,0.281,1.9,19939.0,1,Medium,0.5868,0
A01851,40,Male,White,45092.0,799.0,0.115,10.4,16197.0,1,Low,0.3059,1
A01852,26,Male,White,83560.0,705.0,0.331,12.8,36351.0,0,Medium,0.3488,1
A01853,31,Non-binary,Asian,33574.0,734.0,0.138,1.2,8519.0,1,High,0.4298,1
A01854,37,Female,Other,15000.0,785.0,0.221,7.2,15982.0,0,Low,0.2805,1
A01855,61,Female,Black,17710.0,612.0,0.255,7.4,11047.0,0,Low,0.4573,1
A01856,23,Male,Black,39782.0,625.0,0.362,6.5,38808.0,2,Medium,0.5531,0
A01857,36,Male,Hispanic,54027.0,754.0,0.254,5.1,15109.0,0,Medium,0.3841,1
A01858,56,Male,Hispanic,47413.0,649.0,0.167,3.7,19851.0,1,Medium,0.4313,1
A01859,46,Female,White,42203.0,630.0,0.378,0.0,34208.0,1,High,0.6399,0
A01860,44,Female,White,56923.0,566.0,0.448,5.4,28843.0,1,Medium,0.553,0
A01861,67,Female,Black,42578.0,760.0,0.142,9.5,1747.0,2,Medium,0.576,0
A01862,54,Male,White,37592.0,631.0,0.353,10.4,14850.0,0,Low,0.3027,1
A01863,40,Male,White,60746.0,759.0,0.463,6.7,17298.0,0,Medium,0.3941,1
A01864,37,Male,Hispanic,57878.0,725.0,0.365,2.0,19605.0,0,Low,0.3742,1
A01865,40,Male,White,80398.0,805.0,0.168,0.9,21151.0,2,High,0.4866,1
A01866,36,Female,White,105477.0,528.0,0.386,3.5,8939.0,0,Low,0.4721,1
A01867,69,Male,White,15000.0,422.0,0.35,0.0,33280.0,1,Low,0.6932,0
A01868,24,Female,White,67981.0,838.0,0.373,0.0,22458.0,1,High,0.4546,1
A01869,38,Female,Asian,58975.0,771.0,0.356,0.6,24504.0,0,High,0.4273,1
A01870,56,Male,Black,86956.0,588.0,0.05,7.2,31728.0,0,Low,0.4243,1
A01871,55,Male,Asian,42318.0,606.0,0.324,0.0,20766.0,0,Low,0.4317,1
A01872,50,Non-binary,Black,45575.0,684.0,0.493,7.3,15910.0,0,High,0.4405,1
A01873,38,Male,Black,22716.0,662.0,0.566,2.7,14370.0,1,Medium,0.4529,1
A01874,41,Female,Black,80628.0,620.0,0.499,10.8,15750.0,0,High,0.5601,0
A01875,52,Male,White,58400.0,604.0,0.354,3.6,16385.0,1,Medium,0.5503,0
A01876,25,Female,Black,83159.0,637.0,0.454,4.2,1000.0,0,Low,0.4508,1
A01877,61,Male,Black,44230.0,724.0,0.431,3.0,11790.0,0,Low,0.4242,1
A01878,43,Female,Other,38204.0,681.0,0.315,3.1,7067.0,0,Medium,0.2991,1
A01879,50,Female,Asian,73180.0,636.0,0.522,6.4,1000.0,1,High,0.5132,0
A01880,47,Male,White,46535.0,620.0,0.253,7.1,19569.0,0,Medium,0.3501,1
A01881,35,Male,White,70781.0,850.0,0.334,5.8,22435.0,1,Low,0.3037,1
A01882,61,Female,Hispanic,67772.0,628.0,0.485,0.9,9387.0,0,Medium,0.5361,0
A01883,34,Male,White,57672.0,727.0,0.212,7.6,15199.0,0,Medium,0.1885,1
A01884,41,Female,White,39811.0,850.0,0.15,1.2,23657.0,0,Medium,0.2516,1
A01885,54,Female,White,63944.0,742.0,0.204,1.6,14985.0,0,Medium,0.2946,1
A01886,46,Male,White,36030.0,723.0,0.417,3.7,16636.0,0,Low,0.2905,1
A01887,45,Male,White,57443.0,791.0,0.685,9.1,15553.0,0,Low,0.279,1
A01888,65,Male,Black,97070.0,805.0,0.53,1.4,24017.0,0,Medium,0.4036,1
A01889,51,Female,Other,86002.0,678.0,0.467,7.5,17832.0,0,Low,0.3946,1
A01890,68,Female,White,42293.0,560.0,0.585,0.0,14747.0,0,Low,0.5113,0
A01891,26,Female,White,61816.0,666.0,0.393,8.0,13252.0,0,Low,0.3165,1
A01892,68,Female,Black,41588.0,732.0,0.257,10.2,9625.0,1,High,0.4779,1
A01893,24,Female,White,62044.0,649.0,0.341,8.4,23971.0,0,Low,0.4341,1
A01894,44,Male,Asian,32084.0,659.0,0.31,5.8,23661.0,0,Low,0.2832,1
A01895,62,Female,White,38606.0,826.0,0.206,3.2,17939.0,1,Medium,0.3106,1
A01896,51,Male,Other,101845.0,751.0,0.319,2.2,27379.0,0,Low,0.2713,1
A01897,39,Male,White,58317.0,733.0,0.116,2.6,18108.0,0,Medium,0.2244,1
A01898,31,Female,Hispanic,43769.0,587.0,0.302,3.6,21246.0,0,Medium,0.4799,1
A01899,49,Female,Black,15000.0,658.0,0.335,9.7,12304.0,1,High,0.5331,0
A01900,25,Male,Asian,59190.0,714.0,0.324,5.5,29991.0,0,Low,0.2958,1
A01901,38,Female,Black,109647.0,739.0,0.602,9.1,19621.0,0,Medium,0.4431,1
A01902,23,Male,Black,40741.0,823.0,0.38,18.2,21866.0,0,Medium,0.2005,1
A01903,60,Female,Hispanic,45391.0,740.0,0.615,12.6,18668.0,0,Low,0.4848,1
A01904,31,Male,Hispanic,56196.0,631.0,0.144,5.9,18843.0,2,Low,0.5013,0
A01905,41,Male,Asian,39173.0,849.0,0.481,3.8,20610.0,1,Medium,0.3265,1
A01906,50,Female,White,110213.0,655.0,0.382,9.3,1000.0,0,Medium,0.3322,1
A01907,39,Female,White,79512.0,762.0,0.335,9.3,22239.0,0,Low,0.2694,1
A01908,45,Female,White,72401.0,628.0,0.151,8.2,10883.0,0,Low,0.3909,1
A01909,55,Female,White,107858.0,610.0,0.401,11.9,15685.0,2,Medium,0.5531,0
A01910,32,Female,Asian,97639.0,558.0,0.691,2.2,11441.0,0,Medium,0.4242,1
A01911,67,Female,White,56964.0,564.0,0.416,7.1,26308.0,1,Medium,0.4945,1
A01912,46,Female,Black,48022.0,637.0,0.343,5.9,10078.0,0,Medium,0.4277,1
A01913,68,Female,Hispanic,47770.0,798.0,0.372,8.7,15054.0,1,Medium,0.4326,1
A01914,25,Female,Asian,41449.0,704.0,0.438,4.2,11507.0,0,Medium,0.4187,1
A01915,39,Male,Black,49524.0,520.0,0.584,7.5,10581.0,0,Medium,0.5237,0
A01916,47,Female,White,42209.0,755.0,0.295,0.0,10696.0,0,Low,0.3931,1
A01917,58,Female,Other,26846.0,680.0,0.378,5.9,5573.0,2,Low,0.5357,0
A01918,49,Male,White,15000.0,816.0,0.351,12.8,12368.0,0,Medium,0.2868,1
A01919,32,Female,Hispanic,81142.0,636.0,0.282,3.9,19927.0,0,Medium,0.4281,1
A01920,39,Male,White,15000.0,599.0,0.379,5.6,8886.0,1,Medium,0.4331,1
A01921,29,Male,White,63872.0,836.0,0.58,10.3,19257.0,1,Medium,0.3431,1
A01922,38,Female,Asian,79220.0,770.0,0.252,7.9,23298.0,1,High,0.401,1
A01923,49,Male,Hispanic,66001.0,526.0,0.405,0.0,16620.0,0,Medium,0.5496,0
A01924,23,Female,White,51299.0,712.0,0.41,5.4,6095.0,2,High,0.5048,0
A01925,43,Male,Black,60415.0,526.0,0.349,7.5,1000.0,0,Low,0.4012,1
A01926,50,Female,Black,44127.0,766.0,0.415,11.5,26094.0,1,Low,0.4606,1
A01927,66,Male,White,52683.0,580.0,0.408,10.7,33432.0,2,Low,0.6218,0
A01928,44,Male,Hispanic,47131.0,567.0,0.213,5.7,32099.0,0,High,0.5341,0
A01929,57,Female,Hispanic,37823.0,805.0,0.341,8.5,21013.0,0,High,0.4264,1
A01930,57,Male,Asian,84733.0,717.0,0.348,5.7,21101.0,0,Low,0.382,1
A01931,24,Male,Black,76782.0,746.0,0.193,4.0,15817.0,1,Medium,0.4267,1
A01932,48,Male,Hispanic,51253.0,636.0,0.359,10.4,15643.0,0,Medium,0.3715,1
A01933,36,Male,White,56190.0,673.0,0.346,10.1,10722.0,0,Low,0.3597,1
A01934,33,Male,White,36335.0,821.0,0.653,7.1,9537.0,1,Low,0.3951,1
A01935,28,Male,White,64011.0,709.0,0.226,3.4,1000.0,0,Low,0.2405,1
A01936,68,Female,Asian,52401.0,850.0,0.5,5.9,24999.0,1,Medium,0.3484,1
A01937,45,Female,White,46747.0,662.0,0.421,6.2,23507.0,0,Low,0.4048,1
A01938,22,Female,White,61413.0,766.0,0.505,9.7,14209.0,0,Medium,0.3586,1
A01939,50,Female,Black,57120.0,780.0,0.23,4.8,30565.0,2,Medium,0.495,1
A01940,60,Male,White,33840.0,698.0,0.068,6.1,40341.0,0,High,0.3708,1
A01941,23,Female,Asian,77488.0,803.0,0.334,6.7,3112.0,0,Low,0.2953,1
A01942,43,Male,White,79631.0,632.0,0.466,4.9,23670.0,1,Low,0.4669,1
A01943,49,Non-binary,Hispanic,37978.0,758.0,0.302,7.0,17786.0,0,Medium,0.3286,1
A01944,61,Male,White,134820.0,586.0,0.328,6.4,34102.0,0,Medium,0.4351,1
A01945,50,Non-binary,White,31379.0,566.0,0.646,2.7,12802.0,0,Medium,0.5005,0
A01946,31,Female,Asian,70395.0,684.0,0.241,3.8,28621.0,2,Medium,0.5317,0
A01947,41,Male,Black,69066.0,668.0,0.489,0.4,24888.0,0,Medium,0.4733,1
A01948,47,Non-binary,White,73007.0,580.0,0.203,3.0,29529.0,0,Low,0.4434,1
A01949,44,Male,White,97731.0,749.0,0.523,11.7,10756.0,1,Medium,0.2529,1
A01950,51,Female,White,48152.0,821.0,0.34,8.6,14144.0,0,High,0.3544,1
A01951,50,Female,White,56061.0,651.0,0.423,2.8,23275.0,0,Low,0.4542,1
A01952,21,Male,Black,65618.0,774.0,0.254,5.2,29315.0,0,Low,0.4091,1
A01953,21,Male,Black,15000.0,623.0,0.364,2.5,20218.0,2,Low,0.6357,0
A01954,28,Female,White,58390.0,662.0,0.375,8.9,1000.0,0,High,0.3605,1
A01955,68,Female,White,65020.0,676.0,0.138,7.0,29861.0,0,Low,0.3534,1
A01956,62,Female,Black,37287.0,755.0,0.276,8.7,30958.0,1,Medium,0.426,1
A01957,54,Female,White,109580.0,673.0,0.39,4.7,12508.0,0,Low,0.4264,1
A01958,36,Male,Black,61544.0,500.0,0.237,10.0,26508.0,0,Low,0.3914,1
A01959,47,Female,Black,36574.0,788.0,0.376,1.2,22921.0,0,High,0.4076,1
A01960,24,Non-binary,White,40704.0,690.0,0.322,3.6,9086.0,1,Medium,0.3422,1
A01961,39,Male,White,35231.0,473.0,0.439,4.4,26883.0,0,Medium,0.441,1
A01962,49,Male,White,36078.0,808.0,0.325,9.2,17569.0,0,Low,0.2157,1
A01963,61,Male,Black,63444.0,813.0,0.707,3.8,4419.0,0,Low,0.3575,1
A01964,23,Female,Black,65712.0,583.0,0.055,2.1,26984.0,0,Low,0.5142,0
A01965,31,Male,Black,66270.0,552.0,0.231,6.0,39148.0,2,Medium,0.5729,0
A01966,28,Female,Other,71926.0,783.0,0.452,15.7,1000.0,0,Medium,0.225,1
A01967,59,Non-binary,Black,65568.0,783.0,0.378,2.1,21058.0,0,Low,0.3776,1
A01968,53,Male,Hispanic,109423.0,723.0,0.415,11.0,20664.0,0,Low,0.3103,1
A01969,28,Male,White,77642.0,640.0,0.05,6.0,6458.0,0,Medium,0.2096,1
A01970,45,Male,White,29144.0,609.0,0.323,6.0,28263.0,0,High,0.4792,1
A01971,44,Male,White,55859.0,734.0,0.351,3.6,7082.0,0,Low,0.3121,1
A01972,46,Male,Black,26791.0,622.0,0.441,8.5,18844.0,2,Medium,0.5112,0
A01973,46,Female,White,55549.0,623.0,0.403,10.2,10515.0,0,Medium,0.3666,1
A01974,37,Female,Black,19823.0,751.0,0.352,12.0,7742.0,1,Low,0.3984,1
A01975,47,Non-binary,Hispanic,49158.0,768.0,0.335,7.1,21712.0,0,High,0.457,1
A01976,49,Male,White,52303.0,815.0,0.161,3.2,10883.0,0,High,0.1933,1
A01977,63,Female,Black,21388.0,516.0,0.402,13.1,30805.0,0,Medium,0.5272,0
A01978,59,Female,White,55392.0,635.0,0.332,4.2,18219.0,0,Medium,0.4368,1
A01979,29,Male,Black,45668.0,649.0,0.285,2.9,26602.0,2,High,0.6455,0
A01980,34,Male,Hispanic,27653.0,678.0,0.348,7.2,25983.0,1,Medium,0.5096,0
A01981,25,Female,Hispanic,78067.0,566.0,0.296,2.1,29889.0,2,Medium,0.5962,0
A01982,50,Female,White,46312.0,731.0,0.133,4.0,15093.0,0,High,0.3091,1
A01983,48,Male,White,83144.0,850.0,0.449,8.5,16782.0,0,Medium,0.2162,1
A01984,65,Female,White,60131.0,573.0,0.631,17.5,9122.0,0,Low,0.4416,1
A01985,57,Non-binary,White,45230.0,697.0,0.392,8.3,19396.0,1,Low,0.3958,1
A01986,28,Male,Other,30819.0,793.0,0.394,10.7,10007.0,0,Medium,0.2548,1
A01987,35,Male,White,25660.0,659.0,0.575,4.0,29358.0,1,Medium,0.4831,1
A01988,48,Female,Asian,59680.0,614.0,0.635,7.1,8835.0,0,High,0.4559,1
A01989,56,Male,Asian,64112.0,696.0,0.324,0.0,13644.0,1,Low,0.4355,1
A01990,53,Female,White,34001.0,746.0,0.242,0.7,23450.0,0,Medium,0.2838,1
A01991,26,Male,White,24790.0,566.0,0.415,6.6,23046.0,1,Low,0.4602,1
A01992,32,Female,Hispanic,72482.0,773.0,0.374,7.4,6550.0,0,High,0.3443,1
A01993,27,Female,White,73593.0,661.0,0.495,9.4,11996.0,0,Medium,0.3921,1
A01994,65,Male,Black,34329.0,620.0,0.351,5.2,14920.0,0,Medium,0.4353,1
A01995,48,Male,White,50383.0,542.0,0.362,12.0,16318.0,0,Medium,0.3435,1
A01996,27,Female,White,67921.0,621.0,0.206,8.2,19971.0,2,Low,0.4916,1
A01997,61,Male,White,27448.0,625.0,0.503,0.0,25548.0,0,High,0.4876,1
A01998,21,Female,White,33082.0,572.0,0.255,0.0,16594.0,1,Low,0.5494,0
A01999,44,Male,Hispanic,75453.0,723.0,0.171,6.5,18935.0,0,Low,0.3191,1
A02000,65,Male,Other,32723.0,693.0,0.05,5.1,10148.0,0,Medium,0.2648,1
